1	2	0	10
1	2	0	11
1	2	0	12
1	2	0	13
1	2	0	14
1	2	0	15
1	2	0	16
1	2	0	17
1	2	0	18
1	2	0	19
1	2	0	20
2	2	0	10
2	2	0	11
2	2	0	12
2	2	0	13
2	2	0	14
2	2	0	15
2	2	0	16
2	2	0	17
2	2	0	18
2	2	0	19
2	2	0	20
3	2	0	10
3	2	0	11
3	2	0	12
3	2	0	13
3	2	0	14
3	2	0	15
3	2	0	16
3	2	0	17
3	2	0	18
3	2	0	19
3	2	0	20
4	2	0	10
4	2	0	11
4	2	0	12
4	2	0	13
4	2	0	14
4	2	0	15
4	2	0	16
4	2	0	17
4	2	0	18
4	2	0	19
4	2	0	20
5	2	0	10
5	2	0	11
5	2	0	12
5	2	0	13
5	2	0	14
5	2	0	15
5	2	0	16
5	2	0	17
5	2	0	18
5	2	0	19
5	2	0	20
6	2	0	10
6	2	0	11
6	2	0	12
6	2	0	13
6	2	0	14
6	2	0	15
6	2	0	16
6	2	0	17
6	2	0	18
6	2	0	19
6	2	0	20
7	4	0	10
7	4	0	11
7	4	0	12
7	4	0	13
7	4	0	14
7	4	0	15
7	4	0	16
7	4	0	17
7	4	0	18
7	4	0	19
7	4	0	20
8	4	0	10
8	4	0	11
8	4	0	12
8	4	0	13
8	4	0	14
8	4	0	15
8	4	0	16
8	4	0	17
8	4	0	18
8	4	0	19
8	4	0	20
9	4	0	10
9	4	0	11
9	4	0	12
9	4	0	13
9	4	0	14
9	4	0	15
9	4	0	16
9	4	0	17
9	4	0	18
9	4	0	19
9	4	0	20
10	4	0	10
10	4	0	11
10	4	0	12
10	4	0	13
10	4	0	14
10	4	0	15
10	4	0	16
10	4	0	17
10	4	0	18
10	4	0	19
10	4	0	20
11	4	0	10
11	4	0	11
11	4	0	12
11	4	0	13
11	4	0	14
11	4	0	15
11	4	0	16
11	4	0	17
11	4	0	18
11	4	0	19
11	4	0	20
12	4	0	10
12	4	0	11
12	4	0	12
12	4	0	13
12	4	0	14
12	4	0	15
12	4	0	16
12	4	0	17
12	4	0	18
12	4	0	19
12	4	0	20
13	4	0	10
13	4	0	11
13	4	0	12
13	4	0	13
13	4	0	14
13	4	0	15
13	4	0	16
13	4	0	17
13	4	0	18
13	4	0	19
13	4	0	20
14	4	0	10
14	4	0	11
14	4	0	12
14	4	0	13
14	4	0	14
14	4	0	15
14	4	0	16
14	4	0	17
14	4	0	18
14	4	0	19
14	4	0	20
15	4	0	10
15	4	0	11
15	4	0	12
15	4	0	13
15	4	0	14
15	4	0	15
15	4	0	16
15	4	0	17
15	4	0	18
15	4	0	19
15	4	0	20
16	4	0	10
16	4	0	11
16	4	0	12
16	4	0	13
16	4	0	14
16	4	0	15
16	4	0	16
16	4	0	17
16	4	0	18
16	4	0	19
16	4	0	20
17	6	0	10
17	6	0	11
17	6	0	12
17	6	0	13
17	6	0	14
17	6	0	15
17	6	0	16
17	6	0	17
17	6	0	18
17	6	0	19
17	6	0	20
18	6	0	10
18	6	0	11
18	6	0	12
18	6	0	13
18	6	0	14
18	6	0	15
18	6	0	16
18	6	0	17
18	6	0	18
18	6	0	19
18	6	0	20
19	6	0	10
19	6	0	11
19	6	0	12
19	6	0	13
19	6	0	14
19	6	0	15
19	6	0	16
19	6	0	17
19	6	0	18
19	6	0	19
19	6	0	20
20	6	0	10
20	6	0	11
20	6	0	12
20	6	0	13
20	6	0	14
20	6	0	15
20	6	0	16
20	6	0	17
20	6	0	18
20	6	0	19
20	6	0	20
